code_insee,code_postal,eurocircos_name,comsimp_name,pref_related,latitude,longitude
01001,01400,L'Abergement-Clémenciat,L'Abergement-Clémenciat,Bourg-en-Bresse,46.15,4.916667
01002,01640,L'Abergement-de-Varey,L'Abergement-de-Varey,Belley,46,5.416667
01004,01500,Ambérieu-en-Bugey,Ambérieu-en-Bugey,Belley,45.95,5.35
01005,01330,Ambérieux-en-Dombes,Ambérieux-en-Dombes,Bourg-en-Bresse,46,4.9
01006,01300,Ambléon,Ambléon,Belley,45.75,5.6
01007,01500,Ambronay,Ambronay,Belley,46,5.35
01008,01500,Ambutrix,Ambutrix,Belley,45.933333,5.333333
01009,01300,Andert-et-Condon,Andert-et-Condon,Belley,45.8,5.65
01010,01350,Anglefort,Anglefort,Belley,45.916667,5.808333
01011,01100,Apremont,Apremont,Nantua,46.208333,5.658333
01012,01110,Aranc,Aranc,Belley,46,5.5
01013,01230,Arandas,Arandas,Belley,45.9,5.483333
01014,01100,Arbent,Arbent,Nantua,46.3,5.683333
01015,01300,Arbignieu,Arboys en Bugey,Belley,45.733333,5.65
01016,01190,Arbigny,Arbigny,Bourg-en-Bresse,46.466667,4.966667
01017,01230,Argis,Argis,Belley,45.933333,5.483333
01019,01510,Armix,Armix,Belley,45.85,5.583333
01021,01480,Ars-sur-Formans,Ars-sur-Formans,Bourg-en-Bresse,45.983333,4.816667
01022,01510,Artemare,Artemare,Belley,45.866667,5.7
01023,01570,Asnières-sur-Saône,Asnières-sur-Saône,Bourg-en-Bresse,46.383333,4.883333
01024,01340,Attignat,Attignat,Bourg-en-Bresse,46.283333,5.166667
01025,01380,Bâgé-la-Ville,Bâgé-Dommartin,Bourg-en-Bresse,46.316667,4.95
01026,01380,Bâgé-le-Châtel,Bâgé-le-Châtel,Bourg-en-Bresse,46.3,4.933333
01027,01360,Balan,Balan,Bourg-en-Bresse,45.833333,5.1
01028,01990,Baneins,Baneins,Bourg-en-Bresse,46.116667,4.9
01029,01270,Beaupont,Beaupont,Bourg-en-Bresse,46.4,5.266667
01030,01480,Beauregard,Beauregard,Bourg-en-Bresse,,
01031,01810,Bellignat,Bellignat,Nantua,46.25,5.616667
01032,01360,Béligneux,Béligneux,Bourg-en-Bresse,45.866667,5.116667
01033,01200,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,Nantua,46.1,5.816667
01034,01300,Belley,Belley,Belley,45.766667,5.683333
01035,01130,Belleydoux,Belleydoux,Nantua,46.25,5.766667
01036,01260,Belmont-Luthézieu,Belmont-Luthézieu,Belley,,
01037,01470,Bénonces,Bénonces,Belley,45.833333,5.483333
01038,01370,Bény,Bény,Bourg-en-Bresse,46.333333,5.283333
01039,01350,Béon,Béon,Belley,45.833333,5.75
01040,01340,Béreyziat,Béréziat,Bourg-en-Bresse,46.366667,5.05
01041,01500,Bettant,Bettant,Belley,45.933333,5.366667
01042,01290,Bey,Bey,Bourg-en-Bresse,46.216667,4.85
01043,01700,Beynost,Beynost,Bourg-en-Bresse,45.833333,5
01044,01200,Billiat,Billiat,Nantua,46.066667,5.783333
01045,01330,Birieux,Birieux,Bourg-en-Bresse,45.95,5.033333
01046,01290,Biziat,Biziat,Bourg-en-Bresse,46.216667,4.933333
01047,01150,Blyes,Blyes,Belley,45.85,5.25
01049,01120,La Boisse,La Boisse,Bourg-en-Bresse,45.85,5.033333
01050,01190,Boissey,Boissey,Bourg-en-Bresse,46.383333,5
01051,01450,Bolozon,Bolozon,Nantua,46.2,5.483333
01052,01330,Bouligneux,Bouligneux,Bourg-en-Bresse,46.016667,5
01053,01000,Bourg-en-Bresse,Bourg-en-Bresse,Bourg-en-Bresse,46.2,5.216667
01054,01800,Bourg-Saint-Christophe,Bourg-Saint-Christophe,Belley,45.883333,5.166667
01056,01640,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme,Nantua,46.033333,5.466667
01057,01190,Boz,Boz,Bourg-en-Bresse,46.4,4.9
01058,01300,Brégnier-Cordon,Brégnier-Cordon,Belley,45.65,5.616667
01059,01260,Brénaz,Brénaz,Belley,45.95,5.716667
01060,01110,Brénod,Brénod,Nantua,46.066667,5.6
01061,01300,Brens,Brens,Belley,,
01062,01360,Bressolles,Bressolles,Bourg-en-Bresse,45.866667,5.1
01063,01460,Brion,Brion,Nantua,,
01064,01470,Briord,Briord,Belley,45.783333,5.466667
01065,01310,Buellas,Buellas,Bourg-en-Bresse,46.2,5.133333
01066,01510,La Burbanche,La Burbanche,Belley,45.85,5.566667
01067,01430,Ceignes,Ceignes,Nantua,46.116667,5.5
01068,01450,Cerdon,Cerdon,Nantua,46.083333,5.466667
01069,01240,Certines,Certines,Bourg-en-Bresse,46.133333,5.266667
01071,01170,Cessy,Cessy,Gex,46.316667,6.066667
01072,01250,Ceyzériat,Ceyzériat,Bourg-en-Bresse,46.166667,5.316667
01073,01350,Ceyzérieu,Ceyzérieu,Belley,45.833333,5.733333
01074,01320,Chalamont,Chalamont,Bourg-en-Bresse,46,5.166667
01075,01480,Chaleins,Chaleins,Bourg-en-Bresse,46.033333,4.8
01076,01230,Chaley,Chaley,Belley,45.95,5.533333
01077,01450,Challes-la-Montagne,Challes-la-Montagne,Nantua,46.133333,5.466667
01078,01630,Challex,Challex,Gex,46.183333,5.966667
01079,01260,Champagne-en-Valromey,Champagne-en-Valromey,Belley,45.9,5.683333
01080,01110,Champdor,Champdor-Corcelles,Belley,46.016667,5.6
01081,01410,Champfromier,Champfromier,Nantua,46.2,5.816667
01082,01420,Chanay,Chanay,Nantua,46,5.783333
01083,01990,Chaneins,Chaneins,Bourg-en-Bresse,46.1,4.85
01084,01400,Chanoz-Châtenay,Chanoz-Châtenay,Bourg-en-Bresse,46.183333,5.033333
01085,01240,La Chapelle-du-Châtelard,La Chapelle-du-Châtelard,Bourg-en-Bresse,46.066667,5.033333
01087,01130,Charix,Charix,Nantua,46.183333,5.683333
01088,01800,Charnoz-sur-Ain,Charnoz-sur-Ain,Belley,45.866667,5.216667
01089,01500,Château-Gaillard,Château-Gaillard,Belley,45.966667,5.3
01090,01320,Châtenay,Châtenay,Bourg-en-Bresse,46.033333,5.2
01091,01200,Châtillon-en-Michaille,Châtillon-en-Michaille,Nantua,46.133333,5.783333
01092,01320,Châtillon-la-Palud,Châtillon-la-Palud,Bourg-en-Bresse,45.966667,5.25
01093,01400,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,Bourg-en-Bresse,46.116667,4.966667
01094,01190,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze,Bourg-en-Bresse,46.433333,5
01095,01250,Chavannes-sur-Suran,Nivigne et Suran,Bourg-en-Bresse,46.266667,5.416667
01096,01660,Chaveyriat,Chaveyriat,Bourg-en-Bresse,46.183333,5.066667
01097,01510,Chavornay,Chavornay,Belley,45.883333,5.7
01098,01300,Chazey-Bons,Chazey-Bons,Belley,45.8,5.683333
01099,01150,Chazey-sur-Ain,Chazey-sur-Ain,Belley,45.9,5.25
01100,01510,Cheignieu-la-Balme,Cheignieu-la-Balme,Belley,45.833333,5.616667
01101,01430,Chevillard,Chevillard,Nantua,46.116667,5.583333
01102,01190,Chevroux,Chevroux,Bourg-en-Bresse,46.383333,4.95
01103,01170,Chevry,Chevry,Gex,46.283333,6.033333
01104,01200,Chézery-Forens,Chézery-Forens,Gex,46.216667,5.883333
01105,01390,Civrieux,Civrieux,Bourg-en-Bresse,45.916667,4.883333
01106,01250,Cize,Cize,Bourg-en-Bresse,46.2,5.433333
01107,01230,Cleyzieu,Cleyzieu,Belley,45.9,5.433333
01108,01270,Coligny,Coligny,Bourg-en-Bresse,46.383333,5.35
01109,01550,Collonges,Collonges,Gex,46.133333,5.9
01110,01300,Colomieu,Colomieu,Belley,45.733333,5.616667
01111,01230,Conand,Conand,Belley,45.883333,5.466667
01112,01430,Condamine,Condamine,Nantua,46.116667,5.566667
01113,01400,Condeissiat,Condeissiat,Bourg-en-Bresse,46.166667,5.083333
01114,01200,Confort,Confort,Nantua,46.15,5.816667
01115,01310,Confrançon,Confrançon,Bourg-en-Bresse,46.266667,5.066667
01116,01300,Contrevoz,Contrevoz,Belley,45.8,5.633333
01117,01300,Conzieu,Conzieu,Belley,45.733333,5.6
01118,01420,Corbonod,Corbonod,Belley,45.95,5.816667
01121,01110,Corlier,Corlier,Belley,46.033333,5.5
01122,01110,Cormaranche-en-Bugey,Cormaranche-en-Bugey,Belley,45.95,5.6
01123,01290,Cormoranche-sur-Saône,Cormoranche-sur-Saône,Bourg-en-Bresse,46.233333,4.833333
01124,01560,Cormoz,Cormoz,Bourg-en-Bresse,46.45,5.233333
01125,01250,Corveissiat,Corveissiat,Bourg-en-Bresse,46.233333,5.483333
01127,01370,Courmangoux,Courmangoux,Bourg-en-Bresse,46.333333,5.366667
01128,01560,Courtes,Courtes,Bourg-en-Bresse,46.466667,5.1
01129,01320,Crans,Crans,Bourg-en-Bresse,45.966667,5.216667
01130,01340,Cras-sur-Reyssouze,Cras-sur-Reyssouze,Bourg-en-Bresse,46.3,5.166667
01133,01350,Cressin-Rochefort,Cressin-Rochefort,Belley,45.766667,5.766667
01134,01620,Crottet,Crottet,Bourg-en-Bresse,46.283333,4.9
01135,01170,Crozet,Crozet,Gex,,
01136,01290,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat,Bourg-en-Bresse,46.216667,4.883333
01138,01350,Culoz,Culoz,Belley,45.85,5.783333
01139,01560,Curciat-Dongalon,Curciat-Dongalon,Bourg-en-Bresse,46.466667,5.15
01140,01310,Curtafond,Curtafond,Bourg-en-Bresse,46.266667,5.083333
01141,01300,Cuzieu,Cuzieu,Belley,,
01142,01120,Dagneux,Dagneux,Bourg-en-Bresse,45.85,5.066667
01143,01220,Divonne-les-Bains,Divonne-les-Bains,Gex,46.366667,6.133333
01145,01240,Dompierre-sur-Veyle,Dompierre-sur-Veyle,Bourg-en-Bresse,46.066667,5.2
01146,01400,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne,Bourg-en-Bresse,46.133333,4.9
01147,01270,Domsure,Domsure,Bourg-en-Bresse,46.416667,5.3
01148,01590,Dortan,Dortan,Nantua,46.316667,5.666667
01149,01500,Douvres,Douvres,Belley,45.983333,5.366667
01150,01250,Drom,Drom,Bourg-en-Bresse,46.216667,5.366667
01151,01160,Druillat,Druillat,Bourg-en-Bresse,46.066667,5.316667
01152,01130,Echallon,Échallon,Nantua,,
01153,01170,Echenevex,Échenevex,Gex,46.316667,6.033333
01154,01340,Etrez,Étrez,Bourg-en-Bresse,46.333333,5.183333
01155,01230,Evosges,Évosges,Belley,45.958333,5.5
01156,01800,Faramans,Faramans,Belley,45.9,5.116667
01157,01480,Fareins,Fareins,Bourg-en-Bresse,46.016667,4.766667
01158,01550,Farges,Farges,Gex,46.166667,5.916667
01159,01570,Feillens,Feillens,Bourg-en-Bresse,46.333333,4.883333
01160,01210,Ferney-Voltaire,Ferney-Voltaire,Gex,46.25,6.116667
01162,01350,Flaxieu,Flaxieu,Belley,45.816667,5.733333
01163,01340,Foissiat,Foissiat,Bourg-en-Bresse,46.366667,5.183333
01165,01090,Francheleins,Francheleins,Bourg-en-Bresse,46.066667,4.8
01166,01480,Frans,Frans,Bourg-en-Bresse,45.983333,4.783333
01167,01140,Garnerans,Garnerans,Bourg-en-Bresse,46.2,4.833333
01169,01090,Genouilleux,Genouilleux,Bourg-en-Bresse,46.116667,4.783333
01170,01460,Géovreissiat,Béard-Géovreissiat,Nantua,46.2,5.566667
01171,01100,Géovreisset,Géovreisset,Nantua,46.25,5.6
01173,01170,Gex,Gex,Gex,46.333333,6.066667
01174,01130,Giron,Giron,Nantua,46.233333,5.766667
01175,01190,Gorrevod,Gorrevod,Bourg-en-Bresse,46.416667,4.95
01177,01250,Grand-Corent,Grand-Corent,Bourg-en-Bresse,46.2,5.433333
01179,01290,Grièges,Grièges,Bourg-en-Bresse,46.25,4.85
01180,01220,Grilly,Grilly,Gex,46.333333,6.116667
01181,01810,Groissiat,Groissiat,Nantua,46.216667,5.6
01183,01090,Guéreins,Guéreins,Bourg-en-Bresse,46.1,4.783333
01184,01250,Hautecourt-Romanèche,Hautecourt-Romanèche,Bourg-en-Bresse,46.158333,5.416667
01185,01110,Hauteville-Lompnes,Hauteville-Lompnes,Belley,45.966667,5.6
01186,01110,Hostiaz,Hostiaz,Belley,45.9,5.533333
01187,01260,Hotonnes,Haut Valromey,Belley,46,5.683333
01188,01140,Illiat,Illiat,Bourg-en-Bresse,46.183333,4.883333
01189,01200,Injoux-Génissiat,Injoux-Génissiat,Nantua,46.05,5.783333
01190,01680,Innimond,Innimond,Belley,45.783333,5.566667
01191,01430,Izenave,Izenave,Nantua,46.033333,5.533333
01192,01580,Izernore,Izernore,Nantua,46.216667,5.55
01193,01300,Izieu,Izieu,Belley,45.65,5.633333
01194,01480,Jassans-Riottier,Jassans-Riottier,Bourg-en-Bresse,45.983333,4.75
01195,01250,Jasseron,Jasseron,Bourg-en-Bresse,46.216667,5.333333
01196,01340,Jayat,Jayat,Bourg-en-Bresse,46.366667,5.116667
01197,01250,Journans,Journans,Bourg-en-Bresse,46.15,5.333333
01198,01800,Joyeux,Joyeux,Belley,45.95,5.1
01199,01640,Jujurieux,Jujurieux,Nantua,46.033333,5.416667
01200,01450,Labalme,Labalme,Nantua,46.1,5.483333
01202,01150,Lagnieu,Lagnieu,Belley,45.9,5.35
01203,01290,Laiz,Laiz,Bourg-en-Bresse,46.25,4.883333
01204,01130,Lalleyriat,Le Poizat-Lalleyriat,Nantua,46.15,5.716667
01205,01200,Lancrans,Lancrans,Nantua,46.133333,5.833333
01206,01430,Lantenay,Lantenay,Nantua,46.05,5.533333
01207,01330,Lapeyrouse,Lapeyrouse,Bourg-en-Bresse,45.983333,4.966667
01208,01350,Lavours,Lavours,Belley,45.8,5.766667
01209,01200,Léaz,Léaz,Gex,46.1,5.883333
01210,01410,Lélex,Lélex,Gex,46.3,5.95
01211,01240,Lent,Lent,Bourg-en-Bresse,46.116667,5.2
01212,01560,Lescheroux,Lescheroux,Bourg-en-Bresse,46.4,5.15
01213,01150,Leyment,Leyment,Belley,45.916667,5.3
01214,01450,Leyssard,Leyssard,Nantua,46.166667,5.466667
01215,01420,Lhôpital,Lhôpital,Nantua,,
01216,01680,Lhuis,Lhuis,Belley,45.75,5.533333
01218,01260,Lochieu,Lochieu,Belley,45.933333,5.716667
01219,01680,Lompnas,Lompnas,Belley,45.8,5.516667
01221,01260,Lompnieu,Lompnieu,Belley,45.966667,5.65
01224,01360,Loyettes,Loyettes,Belley,45.766667,5.2
01225,01090,Lurcy,Lurcy,Bourg-en-Bresse,46.066667,4.766667
01227,01300,Magnieu,Magnieu,Belley,45.783333,5.716667
01228,01430,Maillat,Maillat,Nantua,46.133333,5.55
01229,01340,Malafretaz,Malafretaz,Bourg-en-Bresse,46.316667,5.15
01230,01560,Mantenay-Montlin,Mantenay-Montlin,Bourg-en-Bresse,46.416667,5.083333
01231,01570,Manziat,Manziat,Bourg-en-Bresse,46.35,4.9
01232,01851,Marboz,Marboz,Bourg-en-Bresse,46.333333,5.25
01233,01680,Marchamp,Marchamp,Belley,45.783333,5.55
01234,01300,Marignieu,Marignieu,Belley,45.8,5.716667
01235,01240,Marlieux,Marlieux,Bourg-en-Bresse,46.066667,5.066667
01236,01340,Marsonnas,Marsonnas,Bourg-en-Bresse,46.333333,5.066667
01237,01810,Martignat,Martignat,Nantua,46.216667,5.6
01238,01600,Massieux,Massieux,Bourg-en-Bresse,45.916667,4.833333
01239,01300,Massignieu-de-Rives,Massignieu-de-Rives,Belley,45.75,5.766667
01240,01580,Matafelon-Granges,Matafelon-Granges,Nantua,46.266667,5.566667
01241,01370,Meillonnas,Meillonnas,Bourg-en-Bresse,46.25,5.35
01242,01450,Mérignat,Mérignat,Nantua,46.066667,5.433333
01243,01480,Messimy-sur-Saône,Messimy-sur-Saône,Bourg-en-Bresse,,
01244,01800,Meximieux,Meximieux,Belley,45.9,5.2
01245,01250,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,Bourg-en-Bresse,46.133333,5.4
01246,01660,Mézériat,Mézériat,Bourg-en-Bresse,46.233333,5.033333
01247,01170,Mijoux,Mijoux,Gex,46.366667,6
01248,01390,Mionnay,Mionnay,Bourg-en-Bresse,45.9,4.933333
01249,01700,Miribel,Miribel,Bourg-en-Bresse,,
01250,01600,Misérieux,Misérieux,Bourg-en-Bresse,45.983333,4.816667
01252,01140,Mogneneins,Mogneneins,Bourg-en-Bresse,46.133333,4.816667
01254,01250,Montagnat,Montagnat,Bourg-en-Bresse,46.166667,5.283333
01255,01470,Montagnieu,Montagnieu,Belley,45.8,5.466667
01257,01200,Montanges,Montanges,Nantua,46.166667,5.8
01258,01090,Montceaux,Montceaux,Bourg-en-Bresse,46.1,4.8
01259,01310,Montcet,Montcet,Bourg-en-Bresse,46.2,5.116667
01260,01800,Le Montellier,Le Montellier,Belley,45.933333,5.066667
01261,01390,Monthieux,Monthieux,Bourg-en-Bresse,45.95,4.933333
01262,01120,Montluel,Montluel,Bourg-en-Bresse,45.85,5.05
01263,01090,Montmerle-sur-Saône,Montmerle-sur-Saône,Bourg-en-Bresse,46.083333,4.766667
01264,01310,Montracol,Montracol,Bourg-en-Bresse,46.183333,5.116667
01265,01460,Montréal-la-Cluse,Montréal-la-Cluse,Nantua,,
01266,01340,Montrevel-en-Bresse,Montrevel-en-Bresse,Bourg-en-Bresse,46.333333,5.133333
01267,01460,Nurieux-Volognat,Nurieux-Volognat,Nantua,,
01268,01300,Murs-et-Gélignieux,Murs-et-Gélignieux,Belley,45.633333,5.666667
01269,01130,Nantua,Nantua,Nantua,46.15,5.616667
01272,01400,Neuville-les-Dames,Neuville-les-Dames,Bourg-en-Bresse,46.166667,5
01273,01160,Neuville-sur-Ain,Neuville-sur-Ain,Nantua,46.083333,5.366667
01274,01130,Les Neyrolles,Les Neyrolles,Nantua,46.133333,5.633333
01275,01700,Neyron,Neyron,Bourg-en-Bresse,,
01276,01120,Niévroz,Niévroz,Bourg-en-Bresse,45.833333,5.066667
01277,01230,Nivollet-Montgriffon,Nivollet-Montgriffon,Belley,45.983333,5.433333
01279,01230,Oncieu,Oncieu,Belley,45.95,5.466667
01280,01510,Ordonnaz,Ordonnaz,Belley,45.833333,5.533333
01281,01210,Ornex,Ornex,Gex,46.283333,6.1
01282,01430,Outriaz,Outriaz,Nantua,46.066667,5.55
01283,01100,Oyonnax,Oyonnax,Nantua,46.25,5.666667
01284,01190,Ozan,Ozan,Bourg-en-Bresse,46.383333,4.916667
01285,01600,Parcieux,Parcieux,Bourg-en-Bresse,45.916667,4.816667
01286,01300,Parves,Parves et Nattages,Belley,45.75,5.75
01288,01630,Péron,Péron,Gex,46.2,5.933333
01289,01960,Péronnas,Péronnas,Bourg-en-Bresse,46.183333,5.2
01290,01800,Pérouges,Pérouges,Belley,45.9,5.183333
01291,01540,Perrex,Perrex,Bourg-en-Bresse,46.233333,4.983333
01293,01430,Peyriat,Peyriat,Nantua,46.15,5.516667
01294,01300,Peyrieu,Peyrieu,Belley,,
01295,01140,Peyzieux-sur-Saône,Peyzieux-sur-Saône,Bourg-en-Bresse,46.116667,4.816667
01296,01270,Pirajoux,Pirajoux,Bourg-en-Bresse,46.383333,5.3
01297,01120,Pizay,Pizay,Bourg-en-Bresse,45.883333,5.083333
01298,01130,Plagne,Plagne,Nantua,46.183333,5.733333
01299,01330,Le Plantay,Le Plantay,Bourg-en-Bresse,46.016667,5.083333
01301,01310,Polliat,Polliat,Bourg-en-Bresse,46.25,5.133333
01302,01350,Pollieu,Pollieu,Belley,45.8,5.75
01303,01450,Poncin,Poncin,Nantua,46.083333,5.4
01304,01160,Pont-d'Ain,Pont-d'Ain,Nantua,46.05,5.333333
01305,01190,Pont-de-Vaux,Pont-de-Vaux,Bourg-en-Bresse,46.433333,4.933333
01306,01290,Pont-de-Veyle,Pont-de-Veyle,Bourg-en-Bresse,46.266667,4.883333
01307,01460,Port,Port,Nantua,46.166667,5.566667
01308,01550,Pougny,Pougny,Gex,46.133333,5.95
01309,01250,Pouillat,Pouillat,Bourg-en-Bresse,46.333333,5.433333
01310,01300,Prémeyzel,Prémeyzel,Belley,45.683333,5.65
01311,01510,Prémillieu,Prémillieu,Belley,45.866667,5.566667
01313,01280,Prévessin-Moëns,Prévessin-Moëns,Gex,46.25,6.083333
01314,01160,Priay,Priay,Nantua,46,5.283333
01317,01250,Ramasse,Ramasse,Bourg-en-Bresse,46.2,5.35
01318,01390,Rancé,Rancé,Bourg-en-Bresse,45.966667,4.866667
01319,01990,Relevant,Relevant,Bourg-en-Bresse,46.083333,4.95
01320,01620,Replonges,Replonges,Bourg-en-Bresse,46.3,4.883333
01321,01250,Revonnas,Revonnas,Bourg-en-Bresse,46.166667,5.333333
01322,01600,Reyrieux,Reyrieux,Bourg-en-Bresse,45.933333,4.816667
01323,01190,Reyssouze,Reyssouze,Bourg-en-Bresse,46.433333,4.916667
01325,01800,Rignieux-le-Franc,Rignieux-le-Franc,Belley,45.933333,5.183333
01328,01400,Romans,Romans,Bourg-en-Bresse,46.116667,5.033333
01329,01510,Rossillon,Rossillon,Belley,45.833333,5.6
01330,01260,Ruffieu,Ruffieu,Belley,46,5.666667
01331,01450,Saint-Alban,Saint-Alban,Nantua,46.1,5.45
01332,01380,Saint-André-de-Bâgé,Saint-André-de-Bâgé,Bourg-en-Bresse,46.3,4.916667
01333,01390,Saint-André-de-Corcy,Saint-André-de-Corcy,Bourg-en-Bresse,45.916667,4.95
01334,01290,Saint-André-d'Huiriat,Saint-André-d'Huiriat,Bourg-en-Bresse,46.216667,4.916667
01335,01240,Saint-André-le-Bouchoux,Saint-André-le-Bouchoux,Bourg-en-Bresse,46.116667,5.083333
01336,01240,Saint-André-sur-Vieux-Jonc,Saint-André-sur-Vieux-Jonc,Bourg-en-Bresse,46.15,5.066667
01337,01190,Saint-Bénigne,Saint-Bénigne,Bourg-en-Bresse,46.433333,4.966667
01338,01300,Saint-Benoît,Groslée-Saint-Benoit,Belley,45.7,5.583333
01339,01600,Saint-Bernard,Saint-Bernard,Bourg-en-Bresse,,
01341,01300,Saint-Champ,Saint-Champ,Belley,45.783333,5.733333
01342,01120,Sainte-Croix,Sainte-Croix,Bourg-en-Bresse,,
01343,01380,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon,Bourg-en-Bresse,46.266667,4.983333
01344,01000,Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg,Bourg-en-Bresse,46.2,5.2
01345,01500,Saint-Denis-en-Bugey,Saint-Denis-en-Bugey,Belley,45.95,5.333333
01346,01340,Saint-Didier-d'Aussiat,Saint-Didier-d'Aussiat,Bourg-en-Bresse,46.3,5.066667
01347,01600,Saint-Didier-de-Formans,Saint-Didier-de-Formans,Bourg-en-Bresse,45.95,4.783333
01348,01140,Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne,Bourg-en-Bresse,46.166667,4.816667
01349,01800,Saint-Eloi,Saint-Éloi,Belley,45.933333,5.15
01350,01370,Saint-Etienne-du-Bois,Saint-Étienne-du-Bois,Bourg-en-Bresse,46.283333,5.283333
01351,01140,Saint-Etienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne,Bourg-en-Bresse,46.15,4.866667
01352,01190,Saint-Etienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze,Bourg-en-Bresse,46.4,5
01353,01600,Sainte-Euphémie,Sainte-Euphémie,Bourg-en-Bresse,45.966667,4.783333
01354,01630,Saint-Genis-Pouilly,Saint-Genis-Pouilly,Gex,46.25,6.016667
01355,01380,Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon,Bourg-en-Bresse,46.283333,5.016667
01356,01400,Saint-Georges-sur-Renon,Saint-Georges-sur-Renon,Bourg-en-Bresse,46.1,5.033333
01357,01130,Saint-Germain-de-Joux,Saint-Germain-de-Joux,Nantua,46.183333,5.733333
01358,01300,Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses,Belley,45.766667,5.616667
01359,01240,Saint-Germain-sur-Renon,Saint-Germain-sur-Renon,Bourg-en-Bresse,46.083333,5.05
01360,01630,Saint-Jean-de-Gonville,Saint-Jean-de-Gonville,Gex,46.216667,5.95
01361,01800,Saint-Jean-de-Niost,Saint-Jean-de-Niost,Belley,45.833333,5.216667
01362,01390,Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux,Bourg-en-Bresse,45.95,4.883333
01363,01640,Saint-Jean-le-Vieux,Saint-Jean-le-Vieux,Nantua,,
01364,01560,Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze,Bourg-en-Bresse,46.4,5.066667
01365,01290,Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle,Bourg-en-Bresse,46.25,4.916667
01366,01150,Sainte-Julie,Sainte-Julie,Belley,45.883333,5.283333
01367,01560,Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze,Bourg-en-Bresse,46.4,5.116667
01368,01540,Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle,Bourg-en-Bresse,46.2,4.95
01369,01250,Saint-Just,Saint-Just,Bourg-en-Bresse,,
01370,01620,Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône,Bourg-en-Bresse,46.3,4.833333
01371,01390,Saint-Marcel,Saint-Marcel,Bourg-en-Bresse,,
01372,01510,Saint-Martin-de-Bavel,Saint-Martin-de-Bavel,Belley,45.85,5.683333
01373,01430,Saint-Martin-du-Frêne,Saint-Martin-du-Frêne,Nantua,46.133333,5.55
01374,01160,Saint-Martin-du-Mont,Saint-Martin-du-Mont,Bourg-en-Bresse,46.1,5.333333
01375,01310,Saint-Martin-le-Châtel,Saint-Martin-le-Châtel,Bourg-en-Bresse,46.283333,5.116667
01376,01700,Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost,Bourg-en-Bresse,45.833333,4.966667
01378,01800,Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans,Belley,45.816667,5.2
01379,01500,Saint-Maurice-de-Rémens,Saint-Maurice-de-Rémens,Belley,45.95,5.283333
01380,01560,Saint-Nizier-le-Bouchoux,Saint-Nizier-le-Bouchoux,Bourg-en-Bresse,46.45,5.15
01381,01320,Saint-Nizier-le-Désert,Saint-Nizier-le-Désert,Bourg-en-Bresse,46.05,5.15
01382,01330,Sainte-Olive,Sainte-Olive,Bourg-en-Bresse,46.016667,4.933333
01383,01240,Saint-Paul-de-Varax,Saint-Paul-de-Varax,Bourg-en-Bresse,46.1,5.133333
01384,01230,Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey,Belley,45.95,5.433333
01385,01310,Saint-Rémy,Saint-Rémy,Bourg-en-Bresse,46.183333,5.166667
01386,01150,Saint-Sorlin-en-Bugey,Saint-Sorlin-en-Bugey,Belley,45.883333,5.366667
01387,01340,Saint-Sulpice,Saint-Sulpice,Bourg-en-Bresse,,
01388,01560,Saint-Trivier-de-Courtes,Saint-Trivier-de-Courtes,Bourg-en-Bresse,46.466667,5.083333
01389,01990,Saint-Trivier-sur-Moignans,Saint-Trivier-sur-Moignans,Bourg-en-Bresse,46.066667,4.9
01390,01150,Saint-Vulbas,Saint-Vulbas,Belley,45.833333,5.283333
01391,01270,Salavre,Salavre,Bourg-en-Bresse,46.366667,5.35
01392,01580,Samognat,Samognat,Nantua,46.25,5.583333
01393,01400,Sandrans,Sandrans,Bourg-en-Bresse,46.066667,4.983333
01396,01150,Sault-Brénaz,Sault-Brénaz,Belley,45.85,5.416667
01397,01220,Sauverny,Sauverny,Gex,46.316667,6.116667
01398,01480,Savigneux,Savigneux,Bourg-en-Bresse,46,4.85
01399,01170,Ségny,Ségny,Gex,46.3,6.083333
